id,name,store_id,store_name,rating
8,楊冠廷,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,2
8,楊冠廷,63,王鼎餐飲集團_那豆鮮焙,5
8,楊冠廷,83,遊戲葡萄數位科技_朝茶暮酒 Bar - MinLife Store,5
9,徐雅涵,0,國中鋼鐵_猫毛珈琲（原猫門）,5
9,徐雅涵,7,國中鋼鐵_在島之後After Island. 餐酒館,3
9,徐雅涵,18,一統企業_黃氏波霸奶茶專賣店,5
9,徐雅涵,30,達友光電_For Coffee為了咖啡,4
9,徐雅涵,34,合作庫金商業銀行_波哥茶飲,3
9,徐雅涵,45,雄豹旅遊_Silver Coin 銀兩,1
9,徐雅涵,55,台灣印無品良_波哥茶飲,5
9,徐雅涵,62,榮長海運_木子樑室,5
9,徐雅涵,73,台灣BIM_鮮汁霸果汁,4
9,徐雅涵,77,台灣力電_1/2P Café 陶甕烘焙咖啡,4
10,譚宜庭,5,立三電視_黃氏波霸奶茶專賣店,4
10,譚宜庭,8,遠西百貨_甜又鮮飲料,4
10,譚宜庭,24,愛味之_鮮汁霸果汁,3
10,譚宜庭,50,達宏國際電子_甜又鮮飲料,5
10,譚宜庭,57,達台電子_咖啡平方 東安店,5
10,譚宜庭,66,達台電子_老賴茶棧台南文賢店,5
10,譚宜庭,73,台灣BIM_鮮汁霸果汁,3
10,譚宜庭,74,台灣地土銀行_東楓咖啡茶飲,4
10,譚宜庭,85,衣優庫（Nuiqlo）_a Room房間咖啡,5
10,譚宜庭,94,月日光半導體_豆ㄦ,5
11,陳淑芬,10,豐兆國際商業銀行_Silver Coin 銀兩,5
11,陳淑芬,12,信永藥品_魚羊鮮豆 東豐店,4
11,陳淑芬,13,達友光電_東二精釀啤酒吧 Tongoh Craft Beer Bar,4
11,陳淑芬,17,松黑_甜又鮮飲料,1
11,陳淑芬,27,達宏國際電子_波哥茶飲,3
11,陳淑芬,36,台北登來喜大飯店_就愛咖啡 J'aime Café,5
11,陳淑芬,49,一統超商_波哥茶飲,3
11,陳淑芬,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,3
11,陳淑芬,69,華中郵政_甜又鮮飲料,3
11,陳淑芬,69,華中郵政_甜又鮮飲料,5
11,陳淑芬,72,丹味企業_籠裏 Bar Lonely,5
11,陳淑芬,91,邦富人壽保險_小巷裡的拾壹號,5
11,陳淑芬,94,月日光半導體_豆ㄦ,5
11,陳淑芬,95,達台電子_For Coffee為了咖啡,5
12,唐惠如,6,台灣生資堂_鯤島 Khuntor,3
12,唐惠如,18,一統企業_黃氏波霸奶茶專賣店,3
12,唐惠如,33,Goagle_魚羊鮮豆 東豐店,5
12,唐惠如,44,台灣生資堂_鯤島 Khuntor,4
12,唐惠如,56,業商週刊_藥師的私房紅茶,5
12,唐惠如,63,王鼎餐飲集團_那豆鮮焙,4
12,唐惠如,76,立三電視_在島之後After Island. 餐酒館,4
12,唐惠如,81,光新三越百貨_私人藏豆,4
12,唐惠如,84,碩華電腦_京美人甘味屋,5
13,王宗翰,19,Goagle_甜又鮮飲料,4
13,王宗翰,20,麥當當_藥師的私房紅茶,5
13,王宗翰,50,達宏國際電子_甜又鮮飲料,4
13,王宗翰,52,古太可口可樂_那豆鮮焙,5
13,王宗翰,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,4
13,王宗翰,71,台灣軟微_小巷裡的拾壹號,4
13,王宗翰,90,台北邦富商業銀行_私人藏豆,5
13,王宗翰,95,達台電子_For Coffee為了咖啡,5
13,王宗翰,96,雄豹旅遊_The Sober Foodie 食上主義餐酒館,3
14,徐宜君,38,雄豹旅遊_鮮汁霸果汁,5
14,徐宜君,67,見遠雜誌_甜又鮮飲料,5
14,徐宜君,81,光新三越百貨_私人藏豆,4
14,徐宜君,84,碩華電腦_京美人甘味屋,4
15,紀志豪,2,發聯科技_Bären Biergelden 貝倫啤酒館,4
15,紀志豪,7,國中鋼鐵_在島之後After Island. 餐酒館,1
15,紀志豪,8,遠西百貨_甜又鮮飲料,4
15,紀志豪,10,豐兆國際商業銀行_Silver Coin 銀兩,2
15,紀志豪,37,AYHOO!摩奇_老賴茶棧台南文賢店,3
15,紀志豪,39,光新三越百貨_甜又鮮飲料,5
15,紀志豪,44,台灣生資堂_鯤島 Khuntor,3
15,紀志豪,51,樂可旅遊集團_肥貓咖啡（肥貓故事館）,5
15,紀志豪,52,古太可口可樂_那豆鮮焙,4
15,紀志豪,65,達廣電腦_鮮汁霸果汁,5
16,余沖,9,石金堂_Bären Biergelden 貝倫啤酒館,5
16,余沖,14,雄豹旅遊_木子樑室,3
16,余沖,39,光新三越百貨_甜又鮮飲料,4
16,余沖,48,賓國大飯店_豆ㄦ,5
16,余沖,52,古太可口可樂_那豆鮮焙,4
16,余沖,69,華中郵政_甜又鮮飲料,1
16,余沖,84,碩華電腦_京美人甘味屋,4
16,余沖,85,衣優庫（Nuiqlo）_a Room房間咖啡,5
16,余沖,86,台灣生資堂_甜又鮮飲料,3
16,余沖,92,海鴻精密_黃氏波霸奶茶專賣店,3
17,孫雅萍,11,共公電視_甜在心咖啡館,4
17,孫雅萍,14,雄豹旅遊_木子樑室,4
17,孫雅萍,28,冠智科技_Bar TCRC 前科累累俱樂部,4
17,孫雅萍,41,台灣五星電子_双生綠豆沙牛奶,5
17,孫雅萍,56,業商週刊_藥師的私房紅茶,4
17,孫雅萍,64,明陽海運_納咖啡,4
17,孫雅萍,70,台灣生資堂_Bären Biergelden 貝倫啤酒館,5
17,孫雅萍,94,月日光半導體_豆ㄦ,4
17,孫雅萍,95,達台電子_For Coffee為了咖啡,5
18,陳佳玲,21,華晶國際酒店_鮮汁霸果汁,3
18,陳佳玲,26,Goagle_啤酒超市,4
18,陳佳玲,30,達友光電_For Coffee為了咖啡,4
18,陳佳玲,40,一統超商_東二精釀啤酒吧 Tongoh Craft Beer Bar,3
18,陳佳玲,43,美奧廣告_小巷裡的拾壹號,4
18,陳佳玲,45,雄豹旅遊_Silver Coin 銀兩,5
18,陳佳玲,46,台灣電信_鯤島 Khuntor,5
18,陳佳玲,52,古太可口可樂_那豆鮮焙,5
18,陳佳玲,56,業商週刊_藥師的私房紅茶,4
18,陳佳玲,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,5
18,陳佳玲,65,達廣電腦_鮮汁霸果汁,5
18,陳佳玲,67,見遠雜誌_甜又鮮飲料,5
18,陳佳玲,72,丹味企業_籠裏 Bar Lonely,5
18,陳佳玲,74,台灣地土銀行_東楓咖啡茶飲,5
18,陳佳玲,90,台北邦富商業銀行_私人藏豆,5
18,陳佳玲,97,星燦國際旅行社_黃氏波霸奶茶專賣店,4
18,陳佳玲,98,遊戲葡萄數位科技_藥師的私房紅茶,5
19,傅俊賢,2,發聯科技_Bären Biergelden 貝倫啤酒館,5
19,傅俊賢,4,遠西百貨_猫毛珈琲（原猫門）,5
19,傅俊賢,7,國中鋼鐵_在島之後After Island. 餐酒館,5
19,傅俊賢,30,達友光電_For Coffee為了咖啡,5
19,傅俊賢,31,邦城文化事業_木子樑室,4
19,傅俊賢,33,Goagle_魚羊鮮豆 東豐店,5
19,傅俊賢,34,合作庫金商業銀行_波哥茶飲,5
19,傅俊賢,43,美奧廣告_小巷裡的拾壹號,4
19,傅俊賢,44,台灣生資堂_鯤島 Khuntor,2
19,傅俊賢,47,華中航空_Bären Biergelden 貝倫啤酒館,4
19,傅俊賢,58,都亞緻麗_镹 coffee • dessert,4
19,傅俊賢,94,月日光半導體_豆ㄦ,1
20,陳俊賢,0,國中鋼鐵_猫毛珈琲（原猫門）,5
20,陳俊賢,43,美奧廣告_小巷裡的拾壹號,4
20,陳俊賢,52,古太可口可樂_那豆鮮焙,4
20,陳俊賢,59,王鼎餐飲集團_木子樑室,3
20,陳俊賢,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,3
20,陳俊賢,66,達台電子_老賴茶棧台南文賢店,3
20,陳俊賢,72,丹味企業_籠裏 Bar Lonely,3
20,陳俊賢,75,心安食品服務（斯摩漢堡）_Bar TCRC 前科累累俱樂部,1
20,陳俊賢,94,月日光半導體_豆ㄦ,5
20,陳俊賢,95,達台電子_For Coffee為了咖啡,5
21,張雅文,1,天中電視_Bären Biergelden 貝倫啤酒館,4
21,張雅文,11,共公電視_甜在心咖啡館,4
21,張雅文,12,信永藥品_魚羊鮮豆 東豐店,4
21,張雅文,19,Goagle_甜又鮮飲料,4
21,張雅文,24,愛味之_鮮汁霸果汁,5
21,張雅文,39,光新三越百貨_甜又鮮飲料,3
21,張雅文,44,台灣生資堂_鯤島 Khuntor,5
21,張雅文,47,華中航空_Bären Biergelden 貝倫啤酒館,5
21,張雅文,50,達宏國際電子_甜又鮮飲料,2
21,張雅文,81,光新三越百貨_私人藏豆,5
21,張雅文,90,台北邦富商業銀行_私人藏豆,5
21,張雅文,97,星燦國際旅行社_黃氏波霸奶茶專賣店,1
22,李美玲,5,立三電視_黃氏波霸奶茶專賣店,5
22,李美玲,20,麥當當_藥師的私房紅茶,5
22,李美玲,48,賓國大飯店_豆ㄦ,5
22,李美玲,58,都亞緻麗_镹 coffee • dessert,4
22,李美玲,73,台灣BIM_鮮汁霸果汁,4
22,李美玲,85,衣優庫（Nuiqlo）_a Room房間咖啡,4
22,李美玲,85,衣優庫（Nuiqlo）_a Room房間咖啡,1
23,李詩涵,4,遠西百貨_猫毛珈琲（原猫門）,3
23,李詩涵,16,台灣來自水_朝茶暮酒 Bar - MinLife Store,3
23,李詩涵,18,一統企業_黃氏波霸奶茶專賣店,3
23,李詩涵,53,台日積體電路_黑早咖啡,5
23,李詩涵,71,台灣軟微_小巷裡的拾壹號,4
24,余雅慧,6,台灣生資堂_鯤島 Khuntor,2
24,余雅慧,7,國中鋼鐵_在島之後After Island. 餐酒館,4
24,余雅慧,17,松黑_甜又鮮飲料,4
24,余雅慧,18,一統企業_黃氏波霸奶茶專賣店,5
24,余雅慧,20,麥當當_藥師的私房紅茶,3
24,余雅慧,29,湖劍山世界_鯤島 Khuntor,4
24,余雅慧,36,台北登來喜大飯店_就愛咖啡 J'aime Café,4
24,余雅慧,70,台灣生資堂_Bären Biergelden 貝倫啤酒館,1
24,余雅慧,76,立三電視_在島之後After Island. 餐酒館,3
24,余雅慧,97,星燦國際旅行社_黃氏波霸奶茶專賣店,1
24,余雅慧,97,星燦國際旅行社_黃氏波霸奶茶專賣店,4
25,邢佩珊,1,天中電視_Bären Biergelden 貝倫啤酒館,2
25,邢佩珊,50,達宏國際電子_甜又鮮飲料,5
25,邢佩珊,63,王鼎餐飲集團_那豆鮮焙,5
25,邢佩珊,76,立三電視_在島之後After Island. 餐酒館,3
25,邢佩珊,96,雄豹旅遊_The Sober Foodie 食上主義餐酒館,1
26,鄒家瑋,2,發聯科技_Bären Biergelden 貝倫啤酒館,2
26,鄒家瑋,2,發聯科技_Bären Biergelden 貝倫啤酒館,5
26,鄒家瑋,5,立三電視_黃氏波霸奶茶專賣店,5
26,鄒家瑋,10,豐兆國際商業銀行_Silver Coin 銀兩,5
26,鄒家瑋,32,鐵台_镹 coffee • dessert,4
26,鄒家瑋,38,雄豹旅遊_鮮汁霸果汁,4
26,鄒家瑋,79,家宜家居（KIEA）_啤酒超市,4
26,鄒家瑋,96,雄豹旅遊_The Sober Foodie 食上主義餐酒館,3
27,雷雅萍,10,豐兆國際商業銀行_Silver Coin 銀兩,1
27,雷雅萍,14,雄豹旅遊_木子樑室,3
27,雷雅萍,17,松黑_甜又鮮飲料,5
27,雷雅萍,22,台北邦富商業銀行_The Sober Foodie 食上主義餐酒館,4
27,雷雅萍,27,達宏國際電子_波哥茶飲,4
27,雷雅萍,38,雄豹旅遊_鮮汁霸果汁,3
27,雷雅萍,41,台灣五星電子_双生綠豆沙牛奶,5
27,雷雅萍,45,雄豹旅遊_Silver Coin 銀兩,3
27,雷雅萍,46,台灣電信_鯤島 Khuntor,3
27,雷雅萍,50,達宏國際電子_甜又鮮飲料,3
27,雷雅萍,51,樂可旅遊集團_肥貓咖啡（肥貓故事館）,5
27,雷雅萍,65,達廣電腦_鮮汁霸果汁,3
27,雷雅萍,65,達廣電腦_鮮汁霸果汁,4
27,雷雅萍,68,台灣五星電子_波哥茶飲,5
27,雷雅萍,72,丹味企業_籠裏 Bar Lonely,3
27,雷雅萍,74,台灣地土銀行_東楓咖啡茶飲,5
27,雷雅萍,95,達台電子_For Coffee為了咖啡,4
27,雷雅萍,97,星燦國際旅行社_黃氏波霸奶茶專賣店,2
28,林馨儀,2,發聯科技_Bären Biergelden 貝倫啤酒館,4
28,林馨儀,11,共公電視_甜在心咖啡館,4
28,林馨儀,39,光新三越百貨_甜又鮮飲料,4
28,林馨儀,41,台灣五星電子_双生綠豆沙牛奶,3
28,林馨儀,44,台灣生資堂_鯤島 Khuntor,3
28,林馨儀,59,王鼎餐飲集團_木子樑室,3
28,林馨儀,69,華中郵政_甜又鮮飲料,2
28,林馨儀,74,台灣地土銀行_東楓咖啡茶飲,4
28,林馨儀,97,星燦國際旅行社_黃氏波霸奶茶專賣店,3
29,李宇軒,17,松黑_甜又鮮飲料,2
29,李宇軒,46,台灣電信_鯤島 Khuntor,3
30,耿雅玲,0,國中鋼鐵_猫毛珈琲（原猫門）,1
30,耿雅玲,10,豐兆國際商業銀行_Silver Coin 銀兩,3
30,耿雅玲,13,達友光電_東二精釀啤酒吧 Tongoh Craft Beer Bar,1
30,耿雅玲,31,邦城文化事業_木子樑室,4
30,耿雅玲,31,邦城文化事業_木子樑室,3
30,耿雅玲,39,光新三越百貨_甜又鮮飲料,3
30,耿雅玲,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,3
30,耿雅玲,84,碩華電腦_京美人甘味屋,4
30,耿雅玲,88,古太可口可樂_黑早咖啡,5
30,耿雅玲,97,星燦國際旅行社_黃氏波霸奶茶專賣店,3
31,杜志宏,15,松黑_咖啡平方 東安店,5
31,杜志宏,18,一統企業_黃氏波霸奶茶專賣店,1
31,杜志宏,24,愛味之_鮮汁霸果汁,3
31,杜志宏,76,立三電視_在島之後After Island. 餐酒館,2
31,杜志宏,92,海鴻精密_黃氏波霸奶茶專賣店,4
32,劉柏翰,7,國中鋼鐵_在島之後After Island. 餐酒館,4
32,劉柏翰,14,雄豹旅遊_木子樑室,3
32,劉柏翰,16,台灣來自水_朝茶暮酒 Bar - MinLife Store,3
32,劉柏翰,21,華晶國際酒店_鮮汁霸果汁,5
32,劉柏翰,27,達宏國際電子_波哥茶飲,4
32,劉柏翰,49,一統超商_波哥茶飲,4
32,劉柏翰,50,達宏國際電子_甜又鮮飲料,4
32,劉柏翰,53,台日積體電路_黑早咖啡,4
32,劉柏翰,53,台日積體電路_黑早咖啡,5
32,劉柏翰,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,1
32,劉柏翰,64,明陽海運_納咖啡,4
32,劉柏翰,92,海鴻精密_黃氏波霸奶茶專賣店,4
32,劉柏翰,93,天上雜誌_籠裏 Bar Lonely,4
32,劉柏翰,94,月日光半導體_豆ㄦ,4
32,劉柏翰,94,月日光半導體_豆ㄦ,5
33,杜淑惠,5,立三電視_黃氏波霸奶茶專賣店,5
33,杜淑惠,9,石金堂_Bären Biergelden 貝倫啤酒館,3
33,杜淑惠,13,達友光電_東二精釀啤酒吧 Tongoh Craft Beer Bar,4
33,杜淑惠,26,Goagle_啤酒超市,2
33,杜淑惠,43,美奧廣告_小巷裡的拾壹號,5
33,杜淑惠,61,台灣力電_The Sober Foodie 食上主義餐酒館,2
33,杜淑惠,66,達台電子_老賴茶棧台南文賢店,5
33,杜淑惠,72,丹味企業_籠裏 Bar Lonely,4
33,杜淑惠,83,遊戲葡萄數位科技_朝茶暮酒 Bar - MinLife Store,4
33,杜淑惠,83,遊戲葡萄數位科技_朝茶暮酒 Bar - MinLife Store,3
33,杜淑惠,84,碩華電腦_京美人甘味屋,5
33,杜淑惠,85,衣優庫（Nuiqlo）_a Room房間咖啡,5
33,杜淑惠,86,台灣生資堂_甜又鮮飲料,4
33,杜淑惠,89,愛味之_巷隅咖啡,5
34,楊雅雯,0,國中鋼鐵_猫毛珈琲（原猫門）,5
34,楊雅雯,1,天中電視_Bären Biergelden 貝倫啤酒館,3
34,楊雅雯,9,石金堂_Bären Biergelden 貝倫啤酒館,2
34,楊雅雯,25,邦城文化事業_東楓咖啡茶飲,4
34,楊雅雯,51,樂可旅遊集團_肥貓咖啡（肥貓故事館）,5
34,楊雅雯,51,樂可旅遊集團_肥貓咖啡（肥貓故事館）,5
34,楊雅雯,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,4
34,楊雅雯,78,瑞輝大藥廠_籠裏 Bar Lonely,4
34,楊雅雯,81,光新三越百貨_私人藏豆,4
34,楊雅雯,96,雄豹旅遊_The Sober Foodie 食上主義餐酒館,3
35,張靜怡,25,邦城文化事業_東楓咖啡茶飲,4
35,張靜怡,32,鐵台_镹 coffee • dessert,5
35,張靜怡,34,合作庫金商業銀行_波哥茶飲,5
35,張靜怡,38,雄豹旅遊_鮮汁霸果汁,4
35,張靜怡,42,雄豹旅遊_ALFEE Coffee 台南艾咖啡,4
35,張靜怡,54,台灣電信_a Room房間咖啡,5
35,張靜怡,56,業商週刊_藥師的私房紅茶,5
35,張靜怡,65,達廣電腦_鮮汁霸果汁,3
35,張靜怡,72,丹味企業_籠裏 Bar Lonely,3
35,張靜怡,76,立三電視_在島之後After Island. 餐酒館,3
35,張靜怡,79,家宜家居（KIEA）_啤酒超市,4
35,張靜怡,92,海鴻精密_黃氏波霸奶茶專賣店,3
35,張靜怡,97,星燦國際旅行社_黃氏波霸奶茶專賣店,4
35,張靜怡,98,遊戲葡萄數位科技_藥師的私房紅茶,5
36,張龍,8,遠西百貨_甜又鮮飲料,4
36,張龍,17,松黑_甜又鮮飲料,3
36,張龍,46,台灣電信_鯤島 Khuntor,2
36,張龍,54,台灣電信_a Room房間咖啡,5
36,張龍,75,心安食品服務（斯摩漢堡）_Bar TCRC 前科累累俱樂部,1
36,張龍,87,國中鋼鐵_老賴茶棧台南文賢店,5
36,張龍,97,星燦國際旅行社_黃氏波霸奶茶專賣店,5
37,杜羽,8,遠西百貨_甜又鮮飲料,5
37,杜羽,26,Goagle_啤酒超市,3
37,杜羽,39,光新三越百貨_甜又鮮飲料,3
37,杜羽,58,都亞緻麗_镹 coffee • dessert,4
37,杜羽,79,家宜家居（KIEA）_啤酒超市,1
37,杜羽,87,國中鋼鐵_老賴茶棧台南文賢店,3
38,何詩婷,3,美奧廣告_鮮汁霸果汁,3
38,何詩婷,3,美奧廣告_鮮汁霸果汁,4
38,何詩婷,22,台北邦富商業銀行_The Sober Foodie 食上主義餐酒館,2
38,何詩婷,32,鐵台_镹 coffee • dessert,5
38,何詩婷,36,台北登來喜大飯店_就愛咖啡 J'aime Café,1
38,何詩婷,37,AYHOO!摩奇_老賴茶棧台南文賢店,3
38,何詩婷,37,AYHOO!摩奇_老賴茶棧台南文賢店,3
38,何詩婷,49,一統超商_波哥茶飲,2
38,何詩婷,59,王鼎餐飲集團_木子樑室,5
38,何詩婷,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,4
38,何詩婷,92,海鴻精密_黃氏波霸奶茶專賣店,3
39,尹怡君,5,立三電視_黃氏波霸奶茶專賣店,5
39,尹怡君,13,達友光電_東二精釀啤酒吧 Tongoh Craft Beer Bar,5
39,尹怡君,13,達友光電_東二精釀啤酒吧 Tongoh Craft Beer Bar,3
39,尹怡君,20,麥當當_藥師的私房紅茶,5
39,尹怡君,25,邦城文化事業_東楓咖啡茶飲,4
39,尹怡君,43,美奧廣告_小巷裡的拾壹號,5
39,尹怡君,44,台灣生資堂_鯤島 Khuntor,4
39,尹怡君,45,雄豹旅遊_Silver Coin 銀兩,5
39,尹怡君,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,4
39,尹怡君,67,見遠雜誌_甜又鮮飲料,4
39,尹怡君,83,遊戲葡萄數位科技_朝茶暮酒 Bar - MinLife Store,5
39,尹怡君,85,衣優庫（Nuiqlo）_a Room房間咖啡,4
40,張信宏,8,遠西百貨_甜又鮮飲料,1
40,張信宏,9,石金堂_Bären Biergelden 貝倫啤酒館,4
40,張信宏,32,鐵台_镹 coffee • dessert,4
40,張信宏,45,雄豹旅遊_Silver Coin 銀兩,3
40,張信宏,51,樂可旅遊集團_肥貓咖啡（肥貓故事館）,4
40,張信宏,61,台灣力電_The Sober Foodie 食上主義餐酒館,3
40,張信宏,70,台灣生資堂_Bären Biergelden 貝倫啤酒館,4
40,張信宏,82,鐵台_木子樑室,4
40,張信宏,82,鐵台_木子樑室,5
40,張信宏,86,台灣生資堂_甜又鮮飲料,5
41,余郁雯,1,天中電視_Bären Biergelden 貝倫啤酒館,3
41,余郁雯,12,信永藥品_魚羊鮮豆 東豐店,4
41,余郁雯,13,達友光電_東二精釀啤酒吧 Tongoh Craft Beer Bar,4
41,余郁雯,38,雄豹旅遊_鮮汁霸果汁,4
41,余郁雯,39,光新三越百貨_甜又鮮飲料,3
41,余郁雯,58,都亞緻麗_镹 coffee • dessert,5
41,余郁雯,64,明陽海運_納咖啡,4
41,余郁雯,75,心安食品服務（斯摩漢堡）_Bar TCRC 前科累累俱樂部,4
41,余郁雯,78,瑞輝大藥廠_籠裏 Bar Lonely,5
42,邱郁婷,37,AYHOO!摩奇_老賴茶棧台南文賢店,3
42,邱郁婷,38,雄豹旅遊_鮮汁霸果汁,5
42,邱郁婷,43,美奧廣告_小巷裡的拾壹號,3
42,邱郁婷,51,樂可旅遊集團_肥貓咖啡（肥貓故事館）,4
42,邱郁婷,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,3
42,邱郁婷,66,達台電子_老賴茶棧台南文賢店,5
42,邱郁婷,67,見遠雜誌_甜又鮮飲料,4
42,邱郁婷,70,台灣生資堂_Bären Biergelden 貝倫啤酒館,3
42,邱郁婷,75,心安食品服務（斯摩漢堡）_Bar TCRC 前科累累俱樂部,4
42,邱郁婷,78,瑞輝大藥廠_籠裏 Bar Lonely,3
42,邱郁婷,79,家宜家居（KIEA）_啤酒超市,4
43,張筱涵,14,雄豹旅遊_木子樑室,3
43,張筱涵,15,松黑_咖啡平方 東安店,4
43,張筱涵,15,松黑_咖啡平方 東安店,1
43,張筱涵,37,AYHOO!摩奇_老賴茶棧台南文賢店,5
43,張筱涵,44,台灣生資堂_鯤島 Khuntor,5
43,張筱涵,60,心安食品服務（斯摩漢堡）_老賴茶棧台南文賢店,1
43,張筱涵,71,台灣軟微_小巷裡的拾壹號,5
43,張筱涵,96,雄豹旅遊_The Sober Foodie 食上主義餐酒館,5
43,張筱涵,97,星燦國際旅行社_黃氏波霸奶茶專賣店,4
44,劉雅玲,3,美奧廣告_鮮汁霸果汁,3
44,劉雅玲,3,美奧廣告_鮮汁霸果汁,1
44,劉雅玲,3,美奧廣告_鮮汁霸果汁,4
44,劉雅玲,22,台北邦富商業銀行_The Sober Foodie 食上主義餐酒館,5
44,劉雅玲,24,愛味之_鮮汁霸果汁,1
44,劉雅玲,42,雄豹旅遊_ALFEE Coffee 台南艾咖啡,5
44,劉雅玲,50,達宏國際電子_甜又鮮飲料,3
44,劉雅玲,51,樂可旅遊集團_肥貓咖啡（肥貓故事館）,5
44,劉雅玲,56,業商週刊_藥師的私房紅茶,3
44,劉雅玲,71,台灣軟微_小巷裡的拾壹號,5
44,劉雅玲,72,丹味企業_籠裏 Bar Lonely,4
44,劉雅玲,72,丹味企業_籠裏 Bar Lonely,3
45,王彥廷,4,遠西百貨_猫毛珈琲（原猫門）,5
45,王彥廷,30,達友光電_For Coffee為了咖啡,4
45,王彥廷,43,美奧廣告_小巷裡的拾壹號,4
45,王彥廷,49,一統超商_波哥茶飲,5
45,王彥廷,57,達台電子_咖啡平方 東安店,5
